id	preposition index	preposition	hyp governor index	hyp governor	gold governor index	gold governor	sentence
473988700_1	12	on	11	stands	4	dog	A brown and black dog with a red and blue collar stands on a brown grassy surface with water droplets all around .
474226991_1	11	with	10	cart	10	cart	A man in a white shirt is standing next to a cart with a green tarp and a filled sack on top .
474226991_2	7	next to	3	standing	3	standing	A man is standing in the street next to a bale of hay and a wagon loaded down with packages .
474226991_1	8	next to	7	standing	7	standing	A man in a white shirt is standing next to a cart with a green tarp and a filled sack on top .
474260313_5	4	from	3	feeds	3	feeds	a baby breast feeds from a woman in purple .
474581065_1	10	ahead of	9	is	9	is	A man in a sombrero on a chestnut horse is ahead of several other men on horses .
474581065_5	5	in	2	riding	4	horses	Cowboys are riding on horses in a dirt field .
474784914_1	5	underneath	4	walking	3	people	There are some people walking underneath some sort of large reflecting object with images of people and large buildings in it .
475120887_1	6	for	4	playing	5	violin	A street performer is playing violin for tips on an uncrowded street .
475739062_5	6	under	2	sits	2	sits	A man sits on the ground under a sign .
475739062_2	9	by	8	sitting	8	sitting	An indian man wearing a blue shirt is sitting by a pole at a train station .
475778645_1	4	from	3	hangs	3	hangs	A small boy hangs from a safety harness next to a climbing wall .
475778645_1	8	next to	3	hangs	3	hangs	A small boy hangs from a safety harness next to a climbing wall .
475980315_1	6	from	3	retrieves	5	stick	A white dog retrieves the stick from the lake for her owner .
475980315_1	9	for	3	retrieves	8	lake	A white dog retrieves the stick from the lake for her owner .
476009642_1	37	over	28	are	36	bridge	A boy wearing brown shorts and a red t-shirt and a girl wearing khaki pants and a blue shirt are jumping in the air really high , they are on a round , white Asian looking bridge over a small river .
476009642_4	2	on	1	people	1	people	Two people on a bridge in a park jumping with their arms in the air .
476009642_3	7	into	6	jumping	6	jumping	A man and a woman are jumping into the air excitedly on a wooden footbridge .
476009642_2	11	on	7	leaping	7	leaping	A young man and woman are excitedly leaping into the air on a bridge at a park .
476009642_2	8	into	7	leaping	7	leaping	A young man and woman are excitedly leaping into the air on a bridge at a park .
476233374_3	7	near	3	stand	3	stand	Two young child stand on the rocks near the edge of the water .
476477265_2	5	under	2	sleeping	2	sleeping	a woman sleeping on cardboard under an icon against the church wall .
476477265_2	8	against	2	sleeping	7	icon	a woman sleeping on cardboard under an icon against the church wall .
476477265_1	12	under	7	sleeping	7	sleeping	The woman in the blue skirt is sleeping on a cardboard box under a picture of Mary and baby Jesus .
476496952_2	9	from	2	carries	2	carries	A boy carries a large bag on his head from a van .
476763228_5	7	for	4	waiting	6	line	A group of students waiting in line for an event .
476763228_2	11	outside	6	lounging	10	sidewalk	A group of young adults is lounging around on the sidewalk outside a building ' s entrance .
476763228_3	8	of	7	steps	7	steps	A group of people gathered on the steps of a building sitting and laying on the steps .
477518083_1	21	under	17	resting	17	resting	Several people including a woman in a yellow shirt and a woman in a white shirt are resting in the shade under a tree .
477518083_3	9	under	3	standing	3	standing	People gathered , standing and sitting in the shade under a tree with some parts .
477518083_2	4	near	3	congregating	3	congregating	Several people are congregating near an area with a tree , lots of bicycles and some debris , including old tires .
477518083_4	6	in	5	gather	5	gather	A small crowd of people gather in a desert in a poor village .
477518083_5	8	for	7	preparing	7	preparing	A group of people in a village preparing for a days work .
477607006_1	11	next to	10	standing	10	standing	A woman in a white dress is holding flowers and standing next to a little girl in a white dress .
477768471_1	3	with	2	playing	2	playing	A dog playing with a golf ball in front of a small wooden fence on the beach .
477768471_5	6	with	2	plays	2	plays	A dog plays in the sand with a ball .
477768471_3	7	with	6	playing	6	playing	A black and white dog is playing with a golf ball in the sand .
477774424_1	11	in	10	relaxes	10	relaxes	In the middle of the ocean , a young man relaxes in a boat , closing his eyes to avoid the sun ' s glare .
477774424_2	13	on	3	sleeping	3	sleeping	A man is sleeping in a rowboat in a large body of water on a bright day .
478208896_1	7	up	3	taking	6	step	A rock climber taking a large step up the side of a rock face .
478729324_3	10	across	9	sprints	9	sprints	A young boy in a blue top and jeans sprints across a grass field .
478729324_2	3	in	2	boy	2	boy	A little boy in a blue jacket is running across a open field of grass .
478729324_3	3	in	2	boy	2	boy	A young boy in a blue top and jeans sprints across a grass field .
478729324_2	9	across	8	running	8	running	A little boy in a blue jacket is running across a open field of grass .
478754346_1	8	down	4	rides	7	bike	A man in yellow rides a motocross bike down a dirt track in a forest .
478998804_4	2	in	1	woman	1	woman	A woman in a black suit waits for a seat at a restaurant .
478998804_4	7	for	6	waits	6	waits	A woman in a black suit waits for a seat at a restaurant .
480048562_1	2	in	1	gymnast	1	gymnast	A gymnast in a blue and pink leotard is standing on her right foot with her left foot in the air and waving a ribbon .
480108902_3	11	next to	8	looking	10	something	One woman and two men wearing black are looking at something next to a microscope .
480200554_3	3	for	2	shops	2	shops	Senior citizen shops for shoes with a sombrero on his head .
480200554_5	7	for	6	shopping	6	shopping	An old man on a cart shopping for shoes .
480505313_4	3	for	2	posing	2	posing	Older couple posing for a picture in front of a fountain .
480505313_4	6	in front of	2	posing	2	posing	Older couple posing for a picture in front of a fountain .
480505313_3	4	in front of	3	posing	3	posing	An older couple posing in front of a fountain for a picture .
480505313_3	7	for	3	posing	6	fountain	An older couple posing in front of a fountain for a picture .
480505313_1	8	for	7	posing	7	posing	The parents of the younger male are posing for a picture in front of a water fountain .
480781655_1	11	into	9	sneaks	9	sneaks	A girl takes off her socks , as she sneaks back into the house through her bedroom window .
480781655_1	14	through	9	sneaks	9	sneaks	A girl takes off her socks , as she sneaks back into the house through her bedroom window .
480781655_5	6	next to	2	stands	2	stands	A girl stands on a ledge next to an open window in a house .
480858814_2	5	in	0	Woman	4	bleachers	Woman sitting on the bleachers in a cowboy hat watching some sort ranching competition .
481355454_3	2	for	1	rush	1	rush	Kids rush for a soccer ball during a game .
481355454_3	6	during	1	rush	1	rush	Kids rush for a soccer ball during a game .
481561811_1	6	with	1	man	5	clown	A man dressed as a clown with a colorful wig on his head .
481632457_3	8	by	7	followed	7	followed	A small black and white dog is followed by a larger dog in a grassy yard .
481732592_2	7	at	6	glances	2	man	A red-haired man in white pants glances at a couple sitting on a step .
481887827_3	3	by	2	sit	2	sit	Several people sit by a campfire in the darkness .
481887827_2	7	in front of	2	lounge	2	lounge	Three people lounge on a dark prairie in front of a campfire .
482098572_1	8	through	7	paddling	7	paddling	A person in a yellow kayak is paddling through a river with snowy banks .
482315006_5	2	in	1	laying	1	laying	Couple laying in the grass by water .
482315006_3	8	with	2	relax	5	patch	A couple relax on a patch of grass with a body of water behind them .
482315006_1	13	near	6	lying	6	lying	A man and a woman are lying together on a grassy park field near a waterfront .
482353373_1	11	with	10	guy	10	guy	A girl in a petterned shirt is talking to a guy with a hat in a billiards room .
482353373_1	14	in	7	talking	13	hat	A girl in a petterned shirt is talking to a guy with a hat in a billiards room .
482882307_4	4	into	3	launched	3	launched	A man is launched into the air from a raft .
482882307_4	7	from	3	launched	3	launched	A man is launched into the air from a raft .
482882719_2	15	out of	14	flew	14	flew	The six people are in a blue raft in the water and one person flew out of the raft .
482882719_1	16	out of	15	flung	15	flung	Six people are riding in raft on white water whilst the seventh person has been flung out of the boat into the air .
482882719_1	19	into	15	flung	15	flung	Six people are riding in raft on white water whilst the seventh person has been flung out of the boat into the air .
482882719_2	4	in	3	are	3	are	The six people are in a blue raft in the water and one person flew out of the raft .
482882719_4	4	out of	3	thrown	3	thrown	The guy gets thrown out of the raft on the rapids .
483041457_2	13	in front of	12	standing	12	standing	There is a man in a blue shirt with a black apron standing in front of a pan of food .
483041457_2	4	in	3	man	3	man	There is a man in a blue shirt with a black apron standing in front of a pan of food .
483041457_2	8	with	3	man	7	shirt	There is a man in a blue shirt with a black apron standing in front of a pan of food .
483532612_2	2	in	1	man	1	man	A man in a black tank top is sitting and working on a fairly large piece of street art .
483980949_3	2	along	1	walking	1	walking	People walking along a path on a sunny day .
484093882_1	33	against	14	standing	28	be	A man in a white shirt , dark shorts and a red cap is standing in a small green rowboat with green oars , in the middle of what appears to be a shallow river , against a bank of tall dried grasses .
484093882_5	7	on	3	stands	3	stands	An elderly man stands in a rowboat on a body of water .
484116237_4	3	along	2	sailing	2	sailing	Three sailboats sailing along the bank of a waterway .
484116237_5	3	near	2	sit	2	sit	Three sailboats sit near the bank of the river .
484280924_1	22	into	18	made	18	made	An Asian chef is working in the kitchen , and is smiling after putting the food he has made in a wok into a ' to-go ' container .
484280924_2	9	into	4	removing	4	removing	An Asian man is removing food from a wok into a carry away container .
484280924_2	6	from	4	removing	4	removing	An Asian man is removing food from a wok into a carry away container .
484443289_3	13	through	12	beaming	12	beaming	A man and woman standing under a covered patio with the sun beaming through the trellis slats .
484443289_3	5	under	4	standing	4	standing	A man and woman standing under a covered patio with the sun beaming through the trellis slats .
484814224_1	3	in	2	man	2	man	A young man in a brown and white striped shirt cooking meats and vegetables on a grill on the street as an older man looks on .
484896012_3	9	above	5	kicks	5	kicks	A small boy wearing red kicks a soccer ball above the grass .
485184060_1	11	through	10	walks	10	walks	A woman in blue jeans and a bright orange shirt walks through a puddle of water on the sidewalk of an urban neighborhood .
485296499_3	3	through	2	browse	2	browse	Several people browse through books at a store with a tile floor .
485296499_1	8	in	3	look	3	look	Three elderly men look at books on display in a bookstore while a man and woman , both wearing white jackets , walk by .
485312202_5	2	on	1	sitting	1	sitting	Man sitting on a bench next to a bike .
485312202_5	5	next to	1	sitting	1	sitting	Man sitting on a bench next to a bike .
485312202_1	3	on	2	sitting	2	sitting	A man sitting on a bench with his bicycle leaning against a railing .
485312202_3	3	on	2	sitting	2	sitting	A man sitting on a bench next to his bike .
485312202_3	6	next to	2	sitting	2	sitting	A man sitting on a bench next to his bike .
485312202_4	4	on	3	sitting	3	sitting	A man is sitting on a bench behind a bike .
485312202_4	7	behind	3	sitting	3	sitting	A man is sitting on a bench behind a bike .
485545592_1	11	with	10	playing	10	playing	A little boy in a blue shirt with a pacifier playing with a bubble machine in front of a man running .
485545592_1	3	in	2	boy	2	boy	A little boy in a blue shirt with a pacifier playing with a bubble machine in front of a man running .
485966385_3	2	at	1	waiting	1	waiting	People waiting at a bus stop in the city .
485966385_2	11	in	7	stand	3	people	A group of people in casual clothing stand along a fence in a city .
485966385_2	8	along	7	stand	7	stand	A group of people in casual clothing stand along a fence in a city .
486016665_2	6	along	2	jogging	2	jogging	Two girls jogging in a park along side a pond with cyclists .
486016665_4	7	around	2	jogging	2	jogging	Two women jogging on a paved trail around a lake .
486263903_1	2	of	1	members	1	members	Five members of a band are playing on stage with instruments including two guitars , a drum and two violins .
486300784_1	3	in	2	running	2	running	Two dogs running in a body of water that is light blue with tip of an island of grass showing .
486300784_2	3	through	2	run	2	run	Two dogs run through the water near a beach , with land on the horizon .
486300784_4	3	towards	2	run	2	run	Two dogs run towards shore through shallow water .
486300784_4	5	through	2	run	2	run	Two dogs run towards shore through shallow water .
486300784_2	6	near	2	run	5	water	Two dogs run through the water near a beach , with land on the horizon .
486300784_3	4	through	3	running	3	running	Two gray dogs running through the shallow water of a lake .
486894388_1	20	in front of	19	seated	19	seated	Young man with short hair and a white shirt wearing headphones tilting his head sideways with his hand while seated in front of a computer screen inside of a room with books on the shelf .
487074671_3	4	into	3	looks	3	looks	The young man looks into the fountain on a sunny day .
487652642_1	6	in	5	riding	5	riding	Little boy in green jacket riding in a Radio Flyer wagon at a park .
488064659_1	18	with	11	standing	14	yard	Four children , two of whom are dressed all in black standing in the yard of a house with a basket full of what looks like eggs .
488064659_2	24	behind	23	talk	23	talk	A lady with two kids dressed in black jumpers looking at a girl with a pink jacket while a man and a woman talk behind the lady .
488064659_1	25	like	24	looks	24	looks	Four children , two of whom are dressed all in black standing in the yard of a house with a basket full of what looks like eggs .
488089932_4	8	in	4	hooping	7	sidewalk	A girl is hula hooping on a sidewalk in New York .
488089932_1	11	in	6	hooping	10	hoops	Young boy with tongue out hula hooping with two hula hoops in a crowded area , man in blue shirt stands behind him .
488196964_4	3	through	2	walks	2	walks	A dog walks through the water with an object in its mouth .
488196964_5	3	through	2	running	2	running	A dog running through water with a ball in its mouth .
488196964_5	5	with	2	running	2	running	A dog running through water with a ball in its mouth .
488196964_1	12	with	4	coming	11	pond	A very wet dog coming toward the camera through a mossy pond with a ball .
488196964_1	5	toward	4	coming	4	coming	A very wet dog coming toward the camera through a mossy pond with a ball .
488196964_1	8	through	4	coming	4	coming	A very wet dog coming toward the camera through a mossy pond with a ball .
488416045_3	6	near	2	walks	5	sand	A dog walks on the sand near the water .
488437872_2	9	in the middle of	6	grabbing	1	woman	A woman in a white sweater grabbing a man in the middle of a crowd .
488437959_1	2	in	1	man	1	man	A man in a bright orange shirt is standing in the middle of a group of people .
488437959_1	9	in the middle of	8	standing	8	standing	A man in a bright orange shirt is standing in the middle of a group of people .
488518506_1	22	through	21	wades	13	man	With a beautiful blue sky and green mountains in the background , a man in blue shorts and a blue shirt wades through the shallow , clear waters carry something white .
488518506_4	4	through	3	walking	3	walking	A man is walking through the water with a fishing net .
488518506_4	7	with	3	walking	3	walking	A man is walking through the water with a fishing net .
488545333_4	3	of	2	shot	2	shot	An aerial shot of a big crowd of people .
488549693_4	7	close to	2	playing	2	playing	two kids playing on the beach , close to the water .
488549693_2	7	next to	3	standing	3	standing	Two children are standing on the shore next to a body of water .
488590040_2	3	near	2	stand	2	stand	Two men stand near the water with their fishing poles .
488797425_2	9	in	7	working	7	working	A group of people in green vests working outside in a city square .
489017052_3	3	through	2	walking	2	walking	People are walking through an alley in Turkey .
489017052_3	6	in	2	walking	5	alley	People are walking through an alley in Turkey .
489065557_5	3	from	2	jumping	2	jumping	A boy jumping from a rope into the water .
489065557_5	6	into	2	jumping	2	jumping	A boy jumping from a rope into the water .
489065557_3	4	from	3	dropping	3	dropping	The man is dropping from a swinging rope into a calm river .
489065557_3	8	into	3	dropping	3	dropping	The man is dropping from a swinging rope into a calm river .
489065557_2	11	into	7	swinging	7	swinging	A boy wearing red swim trunks is swinging from a rope into the water .
489065557_2	8	from	7	swinging	7	swinging	A boy wearing red swim trunks is swinging from a rope into the water .
489134459_3	4	against	3	stands	3	stands	A young girl stands against a blue and white house with a young boy who sits .
489134459_1	8	next to	3	leans	3	leans	A little girl leans on a concrete wall next to a blue door where a shirtless child sits .
489551372_2	3	across	2	walks	2	walks	A dog walks across a ramp with a man standing near .
489551372_3	3	on top of	2	stands	2	stands	A dog stands on top of a long , blue plank of wood .
489723654_4	5	among	2	performs	2	performs	A busker performs on guitar among a crowded street .
489865145_1	14	past	13	walking	13	walking	A young woman with a shave head in a brown skirt and sandals walking past a stone building .
489865145_1	7	in	2	woman	2	woman	A young woman with a shave head in a brown skirt and sandals walking past a stone building .
490390951_3	10	near	6	shoes	9	shore	a closeup of gray and white shoes on the shore near the beach water .
490411016_1	3	together with	2	standing	2	standing	Three guys standing together with roll around luggage on a brick road in front of very old church type brick building with wood door .
490411016_1	5	around	2	standing	2	standing	Three guys standing together with roll around luggage on a brick road in front of very old church type brick building with wood door .
490411016_1	7	on	2	standing	6	luggage	Three guys standing together with roll around luggage on a brick road in front of very old church type brick building with wood door .
490411016_4	9	for	6	men	8	costumes	The scene appears to be of men in costumes for a performance .
490411016_3	9	about	8	talk	8	talk	A group of men dressed in strange clothing talk about their day .
491321888_2	2	in	1	guy	1	guy	A guy in a black swimsuit getting out of the pool at a hotel .
491321888_2	7	out of	6	getting	6	getting	A guy in a black swimsuit getting out of the pool at a hotel .
491496329_1	12	in	11	vac	11	vac	A man with tattoos wearing blue shorts stands next to a shop vac in a cart .
491496329_1	8	next to	7	stands	7	stands	A man with tattoos wearing blue shorts stands next to a shop vac in a cart .
491564019_2	9	towards	8	tumbling	8	tumbling	A little girl in a yellow t-shirt is tumbling towards the end of a yellow slide .
491600485_2	5	at	3	looks	3	looks	A black dog looks up at a ball in the air and prepares to catch it .
491600485_3	7	for	3	waits	3	waits	A black dog waits on the grass for a falling yellow ball .
491876784_3	6	into	5	stares	1	sitting	Young sitting male in t-shirt stares into camera as he eats .
491964988_3	9	near	4	jumping	8	road	A young girl is jumping on a gravel road near a pond .
491987177_3	12	from	9	remove	9	remove	A man drinking a beer , is trying to remove a possum from a bar with a broom .
491987177_1	7	from	4	remove	4	remove	A man tries to remove an opossum from underneath a bar with a broom , while people watch in the background .
492079410_1	11	over	10	passes	10	passes	People are standing in the distance on a bridge that passes over a pool of water .
492079410_2	2	across	1	walking	1	walking	People walking across a footbridge over a lake .
492079410_5	2	on	1	standing	1	standing	People standing on a bridge over a creek .
492079410_5	5	over	1	standing	1	standing	People standing on a bridge over a creek .
492079410_2	5	over	1	walking	4	footbridge	People walking across a footbridge over a lake .
492079410_1	6	on	2	standing	2	standing	People are standing in the distance on a bridge that passes over a pool of water .
492341908_1	10	in front of	3	sitting	3	sitting	Two girls are sitting on an ATV on the sand in front of a bridge .
492493570_1	16	near	0	Girl	15	beach	Girl in pink bathing suit with right arm in air behind a seagull on the beach near the water .
492493570_3	5	across	2	chases	2	chases	A girl chases a bird across the sand at the edge of the ocean .
492610243_1	13	along	3	jogging	10	group	A woman is jogging in the opposite direction of a group of bicyclists along a narrow road .
492862113_1	8	into	7	leaping	7	leaping	A man in a superhero costume is leaping into the air in a public area with several people and a bus in the background .
492862113_3	8	with	7	costume	7	costume	A man dressed in a white superhero costume with a gold star is jumping in the air in a public square .
493074428_3	5	from	2	blows	2	blows	A girl blows the seeds from a dandelion on a picturesque day .
493274225_2	3	behind	2	walking	2	walking	A man walking behind a red truck near a storefront .
493274225_2	7	near	2	walking	6	truck	A man walking behind a red truck near a storefront .
493274509_2	7	outside	1	sit	6	umbrellas	People sit at tables with green umbrellas outside a Farmers Market .
493276179_2	12	near	11	walking	11	walking	A man with no shirt and tattoos on his shoulder is walking near a truck .
493276179_1	9	toward	8	walks	8	walks	A shirtless man with a sleeve of tattoos walks toward a black pickup truck .
493621130_1	14	toward	10	jumps	13	pontoon	A light brown dog with his tail in the air jumps of a pontoon toward the water .
493654365_1	29	onto	28	holds	28	holds	Five children spin around on a playground roundabout ; three lay on their backs , while one attempts to pull himself up with both arms , and another holds onto the side while sitting up .
494792770_1	6	amidst	5	standing	5	standing	Brown dog with mouth open standing amidst greenery .
494823012_3	8	behind	3	addressing	3	addressing	Two men are addressing a group of onlookers behind a row of houses .
494823012_4	6	by	5	admired	5	admired	A Japanese rock garden is admired by a group of people .
494907021_1	6	next to	2	tugging	2	tugging	Some children tugging on a rope next to a building in a city .
494907021_1	9	in	2	tugging	8	building	Some children tugging on a rope next to a building in a city .
495014499_3	2	in	1	man	1	man	A man in a ball cap stands in a crosswalk with a flag in a crowded city .
495014499_1	5	with	1	standing	1	standing	Man standing on a street with a green red and yellow flag wrapped around him and a cap on his head .
495014499_3	10	with	6	stands	6	stands	A man in a ball cap stands in a crosswalk with a flag in a crowded city .
495014499_3	13	in	6	stands	6	stands	A man in a ball cap stands in a crosswalk with a flag in a crowded city .
495014499_3	7	in	6	stands	6	stands	A man in a ball cap stands in a crosswalk with a flag in a crowded city .
495054019_3	5	towards	4	running	4	running	Three teenage boys are running towards an older man in a white shirt .
495116214_4	6	over	5	fight	5	fight	Two dogs on the beach fight over a stick .
495341977_2	4	over	3	wrestling	3	wrestling	Two dogs are wrestling over a piece of black material .
495460667_1	11	in	10	lady	7	walking	A man wearing a red t-shirt is walking with a lady in a blue shirt past a wall that is painted red and other things on it .
495460667_4	4	along	1	walking	3	street	People walking on street along fence covered in advertisement posters .
495460667_1	15	past	7	walking	7	walking	A man wearing a red t-shirt is walking with a lady in a blue shirt past a wall that is painted red and other things on it .
495549518_1	15	besides	10	standing	14	closed	A guy with a green beanie on his head is standing with his eyes closed besides a display board on the wall .
495549518_1	2	with	1	guy	1	guy	A guy with a green beanie on his head is standing with his eyes closed besides a display board on the wall .
495549518_4	3	in	2	man	2	man	A young man in a black t-shirt with a green hat standing .
495549518_4	7	with	2	man	6	t-shirt	A young man in a black t-shirt with a green hat standing .
495947436_2	4	into	2	looks	2	looks	A cameraman looks up into the crowd at a football game .
496005787_4	12	from	11	swings	7	wave	A woman dressed in black appears to wave as her purse swings from her right arm .
496418696_4	2	on	1	man	1	man	A man on a bike in a gray jacket carries foliage .
496555371_4	9	over	4	followed	4	followed	A black dog is followed by two brown dogs over sand .
496606439_1	10	behind	9	standing	9	standing	A woman in a red shirt is waving while standing behind another woman with black hair .
496608949_4	4	in	3	sits	3	sits	An elderly man sits in a chair in an alleyway .
497122685_1	2	in	1	girl	1	girl	A girl in a colourful bathing suit being ejected from a water slide into the pool .
497122685_4	9	into	3	coming	3	coming	The girl is coming off of a water slide into a pool .
497122685_1	9	from	8	ejected	8	ejected	A girl in a colourful bathing suit being ejected from a water slide into the pool .
497122685_1	13	into	8	ejected	8	ejected	A girl in a colourful bathing suit being ejected from a water slide into the pool .
497374910_3	13	on	9	lays	9	lays	A girl seated at a desk in a library lays her head down on a book .
497374910_3	3	at	2	seated	2	seated	A girl seated at a desk in a library lays her head down on a book .
497374910_4	4	on top of	3	sleeping	3	sleeping	A girl is sleeping on top of a book in a library full of books .
497374910_5	5	in	4	nose	1	woman	A woman with her nose in a book .
497579819_1	14	away from	13	facing	13	facing	The black and brown dog is on a leash in a field and facing away from the camera .
497791037_2	7	out of	6	coming	6	coming	A child in a white shirt coming out of a swing in midair .
498492764_1	8	for	7	lock	7	lock	A man prepares to interact with a lock for a bicycle while staring away from it .
498748832_4	2	with	1	girl	1	girl	A girl with a black bag in a cramped position on a train .
498748832_4	6	in	1	girl	1	girl	A girl with a black bag in a cramped position on a train .
499340051_5	5	under	1	working	1	working	male working on a computer under surveillance .
499340051_1	4	in	3	sits	3	sits	A lone man sits in a dark room before a desk , reading an internet article on the computer .
499340051_1	8	before	3	sits	3	sits	A lone man sits in a dark room before a desk , reading an internet article on the computer .
499433213_2	4	in	3	man	3	man	A smiling young man in a brown shirt sitting up in the branches of a tree .
499433213_3	7	near	3	seated	6	tree	A man is seated in a tree near a river .
499558360_1	16	in front of	11	sitting	11	sitting	Three stout men wearing shorts are walking past a third man sitting in front of a parked car in front of a building with the word factory .
499558360_5	7	toward	2	walk	6	lot	Three men walk in a parking lot toward a factory .
499558360_1	7	past	6	walking	6	walking	Three stout men wearing shorts are walking past a third man sitting in front of a parked car in front of a building with the word factory .
499830218_2	2	in	1	man	1	man	A man in a blue shirt with sunglasses on his head is looking at something , smiling .
500190886_1	8	after	2	tries	4	console	A mother tries to console her smallest child after a visit to a medical facility for his immunizations .
500190886_1	15	for	4	console	10	visit	A mother tries to console her smallest child after a visit to a medical facility for his immunizations .
500290283_1	19	behind	18	are	18	are	A man dressed as a cowboy wrestles with a young calf in midair , an ambulance and onlookers are behind a fence .
500290283_3	9	during	5	flips	5	flips	A cowboy at a rodeo flips over a calf during a calf roping event .
500290283_3	6	over	5	flips	5	flips	A cowboy at a rodeo flips over a calf during a calf roping event .
500446858_2	7	away from	4	running	4	running	A white dog is running on gravel away from two people and a black and brown dog .
500678178_1	7	except for	4	covered	4	covered	A young child is covered in straw except for the head and left arm .
501320769_3	2	in	1	man	1	man	A man in a bathrobe with its arms tied together crosses a threshold .
501650847_1	7	in front of	2	holding	2	holding	someone is holding out a punctured ball in front of a brown dog with a red collar .
501680472_4	3	for	2	waiting	2	waiting	Two men waiting for a train at the 4 avenue stop .
501736361_2	8	with	4	digging	4	digging	A little blond girl digging in the sand with a green shovel and bucket .
501736361_1	8	out of	5	scoop	5	scoop	A toddler bends over to scoop some dirt out of the ground with his little green shovel .
501989700_3	1	with	0	Pilot	0	Pilot	Pilot with a headset on and adjusting controls .
501989700_1	2	with	1	man	1	man	A man with a headset on his head sit in the cockpit of a helicopter and has his hands on the controls .
502171786_4	5	on top of	4	glasses	1	bunch	A bunch of different glasses on top of a checkerboard .
502171786_2	9	on top of	8	glasses	3	picture	Here is a picture of an ashtray and glasses on top of a checkered table .
502468859_5	2	by	1	hanging	1	hanging	People hanging by a fountain on a warm day .
502529086_1	9	in	8	sits	8	sits	A man with gray hair and a bear sits in a chair on the street with a guitar by his side .
502529086_1	15	with	8	sits	8	sits	A man with gray hair and a bear sits in a chair on the street with a guitar by his side .
502760780_4	4	with	3	standing	3	standing	A man is standing with a cup in his hand .
502884177_2	7	with	2	woman	6	vest	An older woman in a red vest with a group of other people at the street .
502884177_1	6	across	5	walking	5	walking	Closeup of an elderly woman walking across a street with her male companion .
503857941_3	3	with	2	boy	2	boy	A little boy with a baseball on his shirt is crying .
503872649_3	4	with	0	Woman	3	dress	Woman in Wedding dress with a friend and basket of flowers on a street corner .
503872649_2	2	with	1	woman	1	woman	A woman with a basket of flowers talks on the phone next to a woman in a wedding dress .
503872649_4	3	next to	2	stands	2	stands	A bride stands next to a woman with a large basket of flowers .
503872649_2	11	next to	7	talks	7	talks	A woman with a basket of flowers talks on the phone next to a woman in a wedding dress .
504413268_2	4	around	3	sitting	3	sitting	Two construction workers sitting around a hole with a third construction worker in it .
504765160_3	2	in	1	woman	1	woman	A woman in a blue shirt gazes into the distance .
504765160_3	7	into	6	gazes	1	woman	A woman in a blue shirt gazes into the distance .
504782512_1	9	after	4	go	4	go	A man trying to go home on his bicycle after long day of entertainment in the city suburbs .
504859922_1	24	near	23	standing	23	standing	Two people in outwear are using telescopes on tripods to view items in an urban area during the daylight while other individuals are standing near this group of equipment .
504859922_5	5	through	4	looking	4	looking	People in the city looking through telescopes on the street .
504859922_1	16	during	5	using	10	view	Two people in outwear are using telescopes on tripods to view items in an urban area during the daylight while other individuals are standing near this group of equipment .
504859922_3	7	through	6	looking	6	looking	This photograph is of various individuals looking through telescopes in a plaza .
504904434_3	8	down	2	runs	7	football	A boy runs with a very small football down a paved walkway .
505004077_2	9	with	4	jump	4	jump	Three college age men jump up in the air with a green lawn underneath them .
505004077_4	6	into	5	jump	5	jump	Three white men in t-shirt jump into the air .
505062117_4	3	with	2	dog	2	dog	A black dog with a ball in its mouth swims in the water .
505062117_5	5	with	4	swimming	4	swimming	A black dog is swimming with a ball in its mouth .
505222650_3	11	out	10	holds	7	woman	A woman cuts a cake while the woman next to her holds out a plate .
505222650_3	8	next to	7	woman	7	woman	A woman cuts a cake while the woman next to her holds out a plate .
505929313_5	4	with	3	plays	3	plays	a black dog plays with a ball in the water .
505929313_3	5	though	4	running	4	running	The black dog is running though the water with a pink ball .
506115200_2	12	for	11	sign	11	sign	A woman looking her grocery list is a store with a sign for milk in the background .
506115200_3	8	inside	3	looking	3	looking	A woman is looking at her shopping list inside a grocery store .
506343925_1	6	across	5	running	5	running	a large brown dog is running across sand dunes in front of some small green foliage .
506367606_2	7	between	3	sitting	6	counter	The girl is sitting at the counter between the bucket of flowers and the cardboard boxes .
506367606_3	7	between	6	standing	6	standing	A person looking to the right standing between plants in buckets and a banana box .
506412121_2	4	over	2	looks	2	looks	A man looks out over the water with an object in his hand .
506412121_1	7	by	3	holding	3	holding	A man is holding up a stick by a breaking wave in the ocean .
506442511_2	4	on	1	group	1	group	A group of people on a bicycle trip taking a break on a street corner .
506442755_2	6	outside	5	talk	5	talk	A group of male bicyclists talk outside a bar with their gear sitting on the ground .
506453137_4	3	beside	2	sitting	2	sitting	a woman sitting beside a tree in a park as a bike rider passes by .
506453137_5	6	near	2	bikes	5	path	A girl bikes on a path near a bunch of trees and a house .
506461069_3	5	up against	2	leans	2	leans	A man leans his bike up against a tree on the grass .
506461069_2	5	against	2	leans	4	bike	A cyclist leans his bike against a tree near the campers .
506461069_2	8	near	2	leans	7	tree	A cyclist leans his bike against a tree near the campers .
506478284_5	2	outside	1	couple	1	couple	A couple outside a church after a wedding .
506478284_5	5	after	1	couple	1	couple	A couple outside a church after a wedding .
506478284_1	3	for	2	pose	2	pose	Young couple pose for camera in formal wear , older man and woman in background .
506485519_2	4	over	3	hiking	3	hiking	This is couple hiking over some rocks in a park of some sort .
